"site","year","specie","count","prop"
"Edale",2006,"Culex.erraticus",0,0
"Edale",2006,"Culex.pipiens.group",37,0.0627118644067797
"Edale",2006,"Culex.salinarius",0,0
"Edale",2006,"Culex.tarsalis",2,0.00338983050847458
"Edale",2006,"Culex.territans",0,0
"Edale",2006,"Culiseta.impatiens",0,0
"Edale",2006,"Culiseta.inornata",4,0.00677966101694915
"Edale",2006,"Culiseta.minnesotae",0,0
"Edale",2006,"Orthopodomyia.alba",0,0
"Edale",2006,"Orthopodomyia.signifera",0,0
"Edale",2006,"Psorophora.ciliata",0,0
"Edale",2006,"Psorophora.columbiae",0,0
"Edale",2006,"Psorophora.cyanescens",0,0
"Edale",2006,"Psorophora.ferox",0,0
"Edale",2006,"Psorophora.horrida",0,0
"Edale",2006,"Psorophora.signipennis",0,0
"Edale",2006,"Uranotaenia.sapphirina",0,0
"Edale",2007,"Aedes.albopictus",0,0
"Edale",2007,"Aedes.atropalpus",0,0
"Edale",2007,"Aedes.canadensis",0,0
"Edale",2007,"Aedes.dorsalis",0,0
"Edale",2007,"Aedes.hendersoni",0,0
"Edale",2007,"Aedes.japonicus",0,0
"Edale",2007,"Aedes.nigromaculis",0,0
"Edale",2007,"Aedes.sollicitans",0,0
"Edale",2007,"Aedes.stimulans",0,0
"Edale",2007,"Aedes.sticticus",0,0
"Edale",2007,"Aedes.triseriatus",4,0.00147819660014782
"Edale",2007,"Aedes.trivittatus",15,0.00554323725055432
"Edale",2007,"Aedes.vexans",2642,0.976348854397635
"Edale",2007,"Aedes.vexans.nipponii",0,0
"Edale",2007,"Anopheles.barberi",0,0
"Edale",2007,"Anopheles.punctipennis",2,0.00073909830007391
"Edale",2007,"Anopheles.quadrimaculatus",1,0.000369549150036955
"Edale",2007,"Anopheles.walkeri",0,0
"Edale",2007,"Coquilletidia.perturbans",0,0
"Edale",2007,"Culex.erraticus",0,0
"Edale",2007,"Culex.pipiens.group",35,0.0129342202512934
"Edale",2007,"Culex.salinarius",0,0
"Edale",2007,"Culex.tarsalis",5,0.00184774575018477
"Edale",2007,"Culex.territans",0,0
"Edale",2007,"Culiseta.impatiens",0,0
"Edale",2007,"Culiseta.inornata",2,0.00073909830007391
"Edale",2007,"Culiseta.minnesotae",0,0
"Edale",2007,"Orthopodomyia.alba",0,0
"Edale",2007,"Orthopodomyia.signifera",0,0
"Edale",2007,"Psorophora.ciliata",0,0
"Edale",2007,"Psorophora.columbiae",0,0
"Edale",2007,"Psorophora.cyanescens",0,0
"Edale",2007,"Psorophora.ferox",0,0
"Edale",2007,"Psorophora.horrida",0,0
"Edale",2007,"Psorophora.signipennis",0,0
"Edale",2007,"Uranotaenia.sapphirina",0,0
"Edale",2008,"Aedes.albopictus",0,0
"Edale",2008,"Aedes.atropalpus",0,0
"Edale",2008,"Aedes.canadensis",0,0
"Edale",2008,"Aedes.dorsalis",0,0
"Edale",2008,"Aedes.hendersoni",0,0
"Edale",2008,"Aedes.japonicus",0,0
"Edale",2008,"Aedes.nigromaculis",0,0
"Edale",2008,"Aedes.sollicitans",0,0
"Edale",2008,"Aedes.stimulans",0,0
"Edale",2008,"Aedes.sticticus",0,0
"Edale",2008,"Aedes.triseriatus",0,0
"Edale",2008,"Aedes.trivittatus",4,0.0285714285714286
"Edale",2008,"Aedes.vexans",128,0.914285714285714
"Edale",2008,"Aedes.vexans.nipponii",0,0
"Edale",2008,"Anopheles.barberi",0,0
"Edale",2008,"Anopheles.punctipennis",0,0
"Edale",2008,"Anopheles.quadrimaculatus",0,0
"Edale",2008,"Anopheles.walkeri",0,0
"Edale",2008,"Coquilletidia.perturbans",0,0
"Edale",2008,"Culex.erraticus",0,0
"Edale",2008,"Culex.pipiens.group",7,0.05
"Edale",2008,"Culex.salinarius",0,0
"Edale",2008,"Culex.tarsalis",1,0.00714285714285714
"Edale",2008,"Culex.territans",0,0
"Edale",2008,"Culiseta.impatiens",0,0
"Edale",2008,"Culiseta.inornata",0,0
"Edale",2008,"Culiseta.minnesotae",0,0
"Edale",2008,"Orthopodomyia.alba",0,0
"Edale",2008,"Orthopodomyia.signifera",0,0
"Edale",2008,"Psorophora.ciliata",0,0
"Edale",2008,"Psorophora.columbiae",0,0
"Edale",2008,"Psorophora.cyanescens",0,0
"Edale",2008,"Psorophora.ferox",0,0
"Edale",2008,"Psorophora.horrida",0,0
"Edale",2008,"Psorophora.signipennis",0,0
"Edale",2008,"Uranotaenia.sapphirina",0,0
"Edale",2009,"Aedes.albopictus",0,0
"Edale",2009,"Aedes.atropalpus",0,0
"Edale",2009,"Aedes.canadensis",0,0
"Edale",2009,"Aedes.dorsalis",0,0
"Edale",2009,"Aedes.hendersoni",0,0
"Edale",2009,"Aedes.japonicus",0,0
"Edale",2009,"Aedes.nigromaculis",0,0
"Edale",2009,"Aedes.sollicitans",2,0.00966183574879227
"Edale",2009,"Aedes.stimulans",0,0
"Edale",2009,"Aedes.sticticus",0,0
"Edale",2009,"Aedes.triseriatus",0,0
"Edale",2009,"Aedes.trivittatus",3,0.0144927536231884
"Edale",2009,"Aedes.vexans",178,0.859903381642512
"Edale",2009,"Aedes.vexans.nipponii",0,0
"Edale",2009,"Anopheles.barberi",0,0
"Edale",2009,"Anopheles.punctipennis",0,0
"Edale",2009,"Anopheles.quadrimaculatus",0,0
"Edale",2009,"Anopheles.walkeri",0,0
"Edale",2009,"Coquilletidia.perturbans",0,0
"Edale",2009,"Culex.erraticus",0,0
"Edale",2009,"Culex.pipiens.group",20,0.0966183574879227
"Edale",2009,"Culex.salinarius",0,0
"Edale",2009,"Culex.tarsalis",0,0
"Edale",2009,"Culex.territans",1,0.00483091787439614
"Edale",2009,"Culiseta.impatiens",0,0
"Edale",2009,"Culiseta.inornata",2,0.00966183574879227
"Edale",2009,"Culiseta.minnesotae",0,0
"Edale",2009,"Orthopodomyia.alba",0,0
"Edale",2009,"Orthopodomyia.signifera",0,0
"Edale",2009,"Psorophora.ciliata",1,0.00483091787439614
"Edale",2009,"Psorophora.columbiae",0,0
"Edale",2009,"Psorophora.cyanescens",0,0
"Edale",2009,"Psorophora.ferox",0,0
"Edale",2009,"Psorophora.horrida",0,0
"Edale",2009,"Psorophora.signipennis",0,0
"Edale",2009,"Uranotaenia.sapphirina",0,0
"Edale",2010,"Aedes.albopictus",0,0
"Edale",2010,"Aedes.atropalpus",0,0
"Edale",2010,"Aedes.canadensis",0,0
"Edale",2010,"Aedes.dorsalis",0,0
"Edale",2010,"Aedes.hendersoni",0,0
"Edale",2010,"Aedes.japonicus",0,0
"Edale",2010,"Aedes.nigromaculis",0,0
"Edale",2010,"Aedes.sollicitans",0,0
"Edale",2010,"Aedes.stimulans",0,0
"Edale",2010,"Aedes.sticticus",0,0
"Edale",2010,"Aedes.triseriatus",0,0
"Edale",2010,"Aedes.trivittatus",0,0
"Edale",2010,"Aedes.vexans",60,0.869565217391304
"Edale",2010,"Aedes.vexans.nipponii",0,0
"Edale",2010,"Anopheles.barberi",0,0
"Edale",2010,"Anopheles.punctipennis",2,0.0289855072463768
"Edale",2010,"Anopheles.quadrimaculatus",0,0
"Edale",2010,"Anopheles.walkeri",0,0
"Edale",2010,"Coquilletidia.perturbans",0,0
"Edale",2010,"Culex.erraticus",0,0
"Edale",2010,"Culex.pipiens.group",7,0.101449275362319
"Edale",2010,"Culex.salinarius",0,0
"Edale",2010,"Culex.tarsalis",0,0
"Edale",2010,"Culex.territans",0,0
"Edale",2010,"Culiseta.impatiens",0,0
"Edale",2010,"Culiseta.inornata",0,0
"Edale",2010,"Culiseta.minnesotae",0,0
"Edale",2010,"Orthopodomyia.alba",0,0
"Edale",2010,"Orthopodomyia.signifera",0,0
"Edale",2010,"Psorophora.ciliata",0,0
"Edale",2010,"Psorophora.columbiae",0,0
"Edale",2010,"Psorophora.cyanescens",0,0
"Edale",2010,"Psorophora.ferox",0,0
"Edale",2010,"Psorophora.horrida",0,0
"Edale",2010,"Psorophora.signipennis",0,0
"Edale",2010,"Uranotaenia.sapphirina",0,0
"Edale",2011,"Aedes.albopictus",0,0
"Edale",2011,"Aedes.atropalpus",0,0
"Edale",2011,"Aedes.canadensis",0,0
"Edale",2011,"Aedes.dorsalis",0,0
"Edale",2011,"Aedes.hendersoni",0,0
"Edale",2011,"Aedes.japonicus",0,0
"Edale",2011,"Aedes.nigromaculis",0,0
"Edale",2011,"Aedes.sollicitans",0,0
"Edale",2011,"Aedes.stimulans",0,0
"Edale",2011,"Aedes.sticticus",0,0
"Edale",2011,"Aedes.triseriatus",0,0
"Edale",2011,"Aedes.trivittatus",0,0
"Edale",2011,"Aedes.vexans",26,1
"Edale",2011,"Aedes.vexans.nipponii",0,0
"Edale",2011,"Anopheles.barberi",0,0
"Edale",2011,"Anopheles.punctipennis",0,0
"Edale",2011,"Anopheles.quadrimaculatus",0,0
"Edale",2011,"Anopheles.walkeri",0,0
"Edale",2011,"Coquilletidia.perturbans",0,0
"Edale",2011,"Culex.erraticus",0,0
"Edale",2011,"Culex.pipiens.group",0,0
"Edale",2011,"Culex.salinarius",0,0
"Edale",2011,"Culex.tarsalis",0,0
"Edale",2011,"Culex.territans",0,0
"Edale",2011,"Culiseta.impatiens",0,0
"Edale",2011,"Culiseta.inornata",0,0
"Edale",2011,"Culiseta.minnesotae",0,0
"Edale",2011,"Orthopodomyia.alba",0,0
"Edale",2011,"Orthopodomyia.signifera",0,0
"Edale",2011,"Psorophora.ciliata",0,0
"Edale",2011,"Psorophora.columbiae",0,0
"Edale",2011,"Psorophora.cyanescens",0,0
"Edale",2011,"Psorophora.ferox",0,0
"Edale",2011,"Psorophora.horrida",0,0
"Edale",2011,"Psorophora.signipennis",0,0
"Edale",2011,"Uranotaenia.sapphirina",0,0
"Edale",2012,"Aedes.albopictus",0,0
"Edale",2012,"Aedes.atropalpus",0,0
"Edale",2012,"Aedes.canadensis",0,0
"Edale",2012,"Aedes.dorsalis",0,0
"Edale",2012,"Aedes.hendersoni",0,0
"Edale",2012,"Aedes.japonicus",1,0.00141843971631206
"Edale",2012,"Aedes.nigromaculis",0,0
"Edale",2012,"Aedes.sollicitans",0,0
"Edale",2012,"Aedes.stimulans",0,0
"Edale",2012,"Aedes.sticticus",0,0
"Edale",2012,"Aedes.triseriatus",0,0
"Edale",2012,"Aedes.trivittatus",0,0
"Edale",2012,"Aedes.vexans",597,0.846808510638298
"Edale",2012,"Aedes.vexans.nipponii",0,0
"Edale",2012,"Anopheles.barberi",0,0
"Edale",2012,"Anopheles.punctipennis",0,0
"Edale",2012,"Anopheles.quadrimaculatus",1,0.00141843971631206
"Edale",2012,"Anopheles.walkeri",0,0
"Edale",2012,"Coquilletidia.perturbans",0,0
"Edale",2012,"Culex.erraticus",1,0.00141843971631206
"Edale",2012,"Culex.pipiens.group",57,0.0808510638297872
"Edale",2012,"Culex.salinarius",0,0
"Edale",2012,"Culex.tarsalis",11,0.0156028368794326
"Edale",2012,"Culex.territans",0,0
"Edale",2012,"Culiseta.impatiens",0,0
"Edale",2012,"Culiseta.inornata",2,0.00283687943262411
"Edale",2012,"Culiseta.minnesotae",0,0
"Edale",2012,"Orthopodomyia.alba",0,0
"Edale",2012,"Orthopodomyia.signifera",0,0
"Edale",2012,"Psorophora.ciliata",0,0
"Edale",2012,"Psorophora.columbiae",0,0
"Edale",2012,"Psorophora.cyanescens",0,0
"Edale",2012,"Psorophora.ferox",0,0
"Edale",2012,"Psorophora.horrida",0,0
"Edale",2012,"Psorophora.signipennis",0,0
"Edale",2012,"Uranotaenia.sapphirina",35,0.049645390070922
"Edale",2013,"Aedes.albopictus",0,0
"Edale",2013,"Aedes.atropalpus",0,0
"Edale",2013,"Aedes.canadensis",0,0
"Edale",2013,"Aedes.dorsalis",0,0
"Edale",2013,"Aedes.hendersoni",0,0
"Edale",2013,"Aedes.japonicus",0,0
"Edale",2013,"Aedes.nigromaculis",0,0
"Edale",2013,"Aedes.sollicitans",0,0
"Edale",2013,"Aedes.stimulans",0,0
"Edale",2013,"Aedes.sticticus",291,0.0860692102928128
"Edale",2013,"Aedes.triseriatus",0,0
"Edale",2013,"Aedes.trivittatus",122,0.0360839988169181
"Edale",2013,"Aedes.vexans",2508,0.741792369121562
"Edale",2013,"Aedes.vexans.nipponii",0,0
"Edale",2013,"Anopheles.barberi",0,0
"Edale",2013,"Anopheles.punctipennis",40,0.0118308192842354
"Edale",2013,"Anopheles.quadrimaculatus",35,0.010351966873706
"Edale",2013,"Anopheles.walkeri",0,0
"Edale",2013,"Coquilletidia.perturbans",1,0.000295770482105886
"Edale",2013,"Culex.erraticus",0,0
"Edale",2013,"Culex.pipiens.group",271,0.0801538006506951
"Edale",2013,"Culex.salinarius",0,0
"Edale",2013,"Culex.tarsalis",39,0.0115350488021295
"Edale",2013,"Culex.territans",4,0.00118308192842354
"Edale",2013,"Culiseta.impatiens",0,0
"Edale",2013,"Culiseta.inornata",19,0.00561963916001183
"Edale",2013,"Culiseta.minnesotae",0,0
"Edale",2013,"Orthopodomyia.alba",0,0
"Edale",2013,"Orthopodomyia.signifera",0,0
"Edale",2013,"Psorophora.ciliata",3,0.000887311446317658
"Edale",2013,"Psorophora.columbiae",1,0.000295770482105886
"Edale",2013,"Psorophora.cyanescens",0,0
"Edale",2013,"Psorophora.ferox",1,0.000295770482105886
"Edale",2013,"Psorophora.horrida",1,0.000295770482105886
"Edale",2013,"Psorophora.signipennis",0,0
"Edale",2013,"Uranotaenia.sapphirina",45,0.0133096716947649
"Ewing",1994,"Aedes.albopictus",0,0
"Ewing",1994,"Aedes.atropalpus",0,0
"Ewing",1994,"Aedes.canadensis",0,0
"Ewing",1994,"Aedes.dorsalis",1,0.000570776255707763
"Ewing",1994,"Aedes.hendersoni",0,0
"Ewing",1994,"Aedes.japonicus",0,0
"Ewing",1994,"Aedes.nigromaculis",0,0
"Ewing",1994,"Aedes.sollicitans",1,0.000570776255707763
"Ewing",1994,"Aedes.stimulans",0,0
"Ewing",1994,"Aedes.sticticus",0,0
"Ewing",1994,"Aedes.triseriatus",2,0.00114155251141553
"Ewing",1994,"Aedes.trivittatus",2,0.00114155251141553
"Ewing",1994,"Aedes.vexans",1592,0.908675799086758
"Ewing",1994,"Aedes.vexans.nipponii",0,0
"Ewing",1994,"Anopheles.barberi",0,0
"Ewing",1994,"Anopheles.punctipennis",29,0.0165525114155251
"Ewing",1994,"Anopheles.quadrimaculatus",0,0
"Ewing",1994,"Anopheles.walkeri",0,0
"Ewing",1994,"Coquilletidia.perturbans",5,0.00285388127853881
"Ewing",1994,"Culex.erraticus",0,0
"Ewing",1994,"Culex.pipiens.group",117,0.0667808219178082
"Ewing",1994,"Culex.salinarius",0,0
"Ewing",1994,"Culex.tarsalis",1,0.000570776255707763
"Ewing",1994,"Culex.territans",0,0
"Ewing",1994,"Culiseta.impatiens",0,0
"Ewing",1994,"Culiseta.inornata",1,0.000570776255707763
"Ewing",1994,"Culiseta.minnesotae",0,0
"Ewing",1994,"Orthopodomyia.alba",0,0
"Ewing",1994,"Orthopodomyia.signifera",0,0
"Ewing",1994,"Psorophora.ciliata",0,0
"Ewing",1994,"Psorophora.columbiae",0,0
"Ewing",1994,"Psorophora.cyanescens",0,0
"Ewing",1994,"Psorophora.ferox",0,0
"Ewing",1994,"Psorophora.horrida",0,0
"Ewing",1994,"Psorophora.signipennis",0,0
"Ewing",1994,"Uranotaenia.sapphirina",1,0.000570776255707763
"Ewing",1995,"Aedes.albopictus",0,0
"Ewing",1995,"Aedes.atropalpus",0,0
"Ewing",1995,"Aedes.canadensis",0,0
"Ewing",1995,"Aedes.dorsalis",0,0
"Ewing",1995,"Aedes.hendersoni",0,0
"Ewing",1995,"Aedes.japonicus",0,0
"Ewing",1995,"Aedes.nigromaculis",0,0
"Ewing",1995,"Aedes.sollicitans",3,0.000669792364367046
"Ewing",1995,"Aedes.stimulans",0,0
"Ewing",1995,"Aedes.sticticus",0,0
"Ewing",1995,"Aedes.triseriatus",1,0.000223264121455682
"Ewing",1995,"Aedes.trivittatus",8,0.00178611297164546
"Ewing",1995,"Aedes.vexans",4236,0.945746818486269
"Ewing",1995,"Aedes.vexans.nipponii",0,0
"Ewing",1995,"Anopheles.barberi",0,0
"Ewing",1995,"Anopheles.punctipennis",7,0.00156284885018977
"Ewing",1995,"Anopheles.quadrimaculatus",2,0.000446528242911364
"Ewing",1995,"Anopheles.walkeri",0,0
"Ewing",1995,"Coquilletidia.perturbans",0,0
"Ewing",1995,"Culex.erraticus",0,0
"Ewing",1995,"Culex.pipiens.group",196,0.0437597678053137
"Ewing",1995,"Culex.salinarius",0,0
"Ewing",1995,"Culex.tarsalis",7,0.00156284885018977
"Ewing",1995,"Culex.territans",0,0
"Ewing",1995,"Culiseta.impatiens",0,0
"Ewing",1995,"Culiseta.inornata",17,0.0037954900647466
"Ewing",1995,"Culiseta.minnesotae",0,0
"Ewing",1995,"Orthopodomyia.alba",0,0
"Ewing",1995,"Orthopodomyia.signifera",0,0
"Ewing",1995,"Psorophora.ciliata",0,0
"Ewing",1995,"Psorophora.columbiae",0,0
"Ewing",1995,"Psorophora.cyanescens",0,0
"Ewing",1995,"Psorophora.ferox",0,0
"Ewing",1995,"Psorophora.horrida",0,0
"Ewing",1995,"Psorophora.signipennis",0,0
"Ewing",1995,"Uranotaenia.sapphirina",2,0.000446528242911364
"Ewing",1996,"Aedes.albopictus",0,0
"Ewing",1996,"Aedes.atropalpus",0,0
"Ewing",1996,"Aedes.canadensis",0,0
"Ewing",1996,"Aedes.dorsalis",2,0.0003723701359151
"Ewing",1996,"Aedes.hendersoni",0,0
"Ewing",1996,"Aedes.japonicus",0,0
"Ewing",1996,"Aedes.nigromaculis",0,0
"Ewing",1996,"Aedes.sollicitans",0,0
"Ewing",1996,"Aedes.stimulans",0,0
"Ewing",1996,"Aedes.sticticus",0,0
"Ewing",1996,"Aedes.triseriatus",2,0.0003723701359151
"Ewing",1996,"Aedes.trivittatus",41,0.00763358778625954
"Ewing",1996,"Aedes.vexans",5185,0.965369577359896
"Ewing",1996,"Aedes.vexans.nipponii",0,0
"Ewing",1996,"Anopheles.barberi",0,0
"Ewing",1996,"Anopheles.punctipennis",7,0.00130329547570285
"Ewing",1996,"Anopheles.quadrimaculatus",3,0.000558555203872649
"Ewing",1996,"Anopheles.walkeri",0,0
"Ewing",1996,"Coquilletidia.perturbans",2,0.0003723701359151
"Ewing",1996,"Culex.erraticus",0,0
"Ewing",1996,"Culex.pipiens.group",111,0.020666542543288
"Ewing",1996,"Culex.salinarius",0,0
"Ewing",1996,"Culex.tarsalis",8,0.0014894805436604
"Ewing",1996,"Culex.territans",0,0
"Ewing",1996,"Culiseta.impatiens",0,0
"Ewing",1996,"Culiseta.inornata",5,0.000930925339787749
"Ewing",1996,"Culiseta.minnesotae",0,0
"Ewing",1996,"Orthopodomyia.alba",0,0
"Ewing",1996,"Orthopodomyia.signifera",0,0
"Ewing",1996,"Psorophora.ciliata",0,0
"Ewing",1996,"Psorophora.columbiae",0,0
"Ewing",1996,"Psorophora.cyanescens",0,0
"Ewing",1996,"Psorophora.ferox",0,0
"Ewing",1996,"Psorophora.horrida",1,0.00018618506795755
"Ewing",1996,"Psorophora.signipennis",0,0
"Ewing",1996,"Uranotaenia.sapphirina",4,0.000744740271830199
"Ewing",1997,"Aedes.albopictus",0,0
"Ewing",1997,"Aedes.atropalpus",0,0
"Ewing",1997,"Aedes.canadensis",0,0
"Ewing",1997,"Aedes.dorsalis",1,0.00042863266180883
"Ewing",1997,"Aedes.hendersoni",0,0
"Ewing",1997,"Aedes.japonicus",0,0
"Ewing",1997,"Aedes.nigromaculis",1,0.00042863266180883
"Ewing",1997,"Aedes.sollicitans",0,0
"Ewing",1997,"Aedes.stimulans",0,0
"Ewing",1997,"Aedes.sticticus",0,0
"Ewing",1997,"Aedes.triseriatus",56,0.0240034290612945
"Ewing",1997,"Aedes.trivittatus",17,0.00728675525075011
"Ewing",1997,"Aedes.vexans",2135,0.915130732961852
"Ewing",1997,"Aedes.vexans.nipponii",0,0
"Ewing",1997,"Anopheles.barberi",0,0
"Ewing",1997,"Anopheles.punctipennis",14,0.00600085726532362
"Ewing",1997,"Anopheles.quadrimaculatus",4,0.00171453064723532
"Ewing",1997,"Anopheles.walkeri",1,0.00042863266180883
"Ewing",1997,"Coquilletidia.perturbans",1,0.00042863266180883
"Ewing",1997,"Culex.erraticus",0,0
"Ewing",1997,"Culex.pipiens.group",49,0.0210030004286327
"Ewing",1997,"Culex.salinarius",0,0
"Ewing",1997,"Culex.tarsalis",7,0.00300042863266181
"Ewing",1997,"Culex.territans",0,0
"Ewing",1997,"Culiseta.impatiens",0,0
"Ewing",1997,"Culiseta.inornata",6,0.00257179597085298
"Ewing",1997,"Culiseta.minnesotae",0,0
"Ewing",1997,"Orthopodomyia.alba",0,0
"Ewing",1997,"Orthopodomyia.signifera",41,0.017573939134162
"Ewing",1997,"Psorophora.ciliata",0,0
"Ewing",1997,"Psorophora.columbiae",0,0
"Ewing",1997,"Psorophora.cyanescens",0,0
"Ewing",1997,"Psorophora.ferox",0,0
"Ewing",1997,"Psorophora.horrida",0,0
"Ewing",1997,"Psorophora.signipennis",0,0
"Ewing",1997,"Uranotaenia.sapphirina",0,0
"Ewing",1998,"Aedes.albopictus",0,0
"Ewing",1998,"Aedes.atropalpus",0,0
"Ewing",1998,"Aedes.canadensis",0,0
"Ewing",1998,"Aedes.dorsalis",0,0
"Ewing",1998,"Aedes.hendersoni",0,0
"Ewing",1998,"Aedes.japonicus",0,0
"Ewing",1998,"Aedes.nigromaculis",0,0
"Ewing",1998,"Aedes.sollicitans",0,0
"Ewing",1998,"Aedes.stimulans",0,0
"Ewing",1998,"Aedes.sticticus",0,0
"Ewing",1998,"Aedes.triseriatus",5,0.001020199959192
"Ewing",1998,"Aedes.trivittatus",68,0.0138747194450112
"Ewing",1998,"Aedes.vexans",4513,0.920832483166701
"Ewing",1998,"Aedes.vexans.nipponii",0,0
"Ewing",1998,"Anopheles.barberi",0,0
"Ewing",1998,"Anopheles.punctipennis",77,0.0157110793715568
"Ewing",1998,"Anopheles.quadrimaculatus",11,0.0022444399102224
"Ewing",1998,"Anopheles.walkeri",0,0
"Ewing",1998,"Coquilletidia.perturbans",0,0
"Ewing",1998,"Culex.erraticus",0,0
"Ewing",1998,"Culex.pipiens.group",209,0.0426443582942257
"Ewing",1998,"Culex.salinarius",0,0
"Ewing",1998,"Culex.tarsalis",7,0.0014282799428688
"Ewing",1998,"Culex.territans",0,0
"Ewing",1998,"Culiseta.impatiens",0,0
"Ewing",1998,"Culiseta.inornata",0,0
"Ewing",1998,"Culiseta.minnesotae",0,0
"Ewing",1998,"Orthopodomyia.alba",0,0
"Ewing",1998,"Orthopodomyia.signifera",1,0.0002040399918384
"Ewing",1998,"Psorophora.ciliata",0,0
"Ewing",1998,"Psorophora.columbiae",0,0
"Ewing",1998,"Psorophora.cyanescens",0,0
"Ewing",1998,"Psorophora.ferox",0,0
"Ewing",1998,"Psorophora.horrida",0,0
"Ewing",1998,"Psorophora.signipennis",0,0
"Ewing",1998,"Uranotaenia.sapphirina",10,0.002040399918384
"Ewing",1999,"Aedes.albopictus",0,0
"Ewing",1999,"Aedes.atropalpus",0,0
"Ewing",1999,"Aedes.canadensis",0,0
"Ewing",1999,"Aedes.dorsalis",1,0.000384467512495194
"Ewing",1999,"Aedes.hendersoni",0,0
"Ewing",1999,"Aedes.japonicus",0,0
"Ewing",1999,"Aedes.nigromaculis",0,0
"Ewing",1999,"Aedes.sollicitans",1,0.000384467512495194
"Ewing",1999,"Aedes.stimulans",0,0
"Ewing",1999,"Aedes.sticticus",0,0
"Ewing",1999,"Aedes.triseriatus",2,0.000768935024990388
"Ewing",1999,"Aedes.trivittatus",116,0.0445982314494425
"Ewing",1999,"Aedes.vexans",2276,0.875048058439062
"Ewing",1999,"Aedes.vexans.nipponii",0,0
"Ewing",1999,"Anopheles.barberi",0,0
"Ewing",1999,"Anopheles.punctipennis",17,0.0065359477124183
"Ewing",1999,"Anopheles.quadrimaculatus",3,0.00115340253748558
"Ewing",1999,"Anopheles.walkeri",0,0
"Ewing",1999,"Coquilletidia.perturbans",2,0.000768935024990388
"Ewing",1999,"Culex.erraticus",0,0
"Ewing",1999,"Culex.pipiens.group",157,0.0603613994617455
"Ewing",1999,"Culex.salinarius",0,0
"Ewing",1999,"Culex.tarsalis",11,0.00422914263744714
"Ewing",1999,"Culex.territans",0,0
"Ewing",1999,"Culiseta.impatiens",0,0
"Ewing",1999,"Culiseta.inornata",8,0.00307574009996155
"Ewing",1999,"Culiseta.minnesotae",0,0
"Ewing",1999,"Orthopodomyia.alba",0,0
"Ewing",1999,"Orthopodomyia.signifera",0,0
"Ewing",1999,"Psorophora.ciliata",2,0.000768935024990388
"Ewing",1999,"Psorophora.columbiae",0,0
"Ewing",1999,"Psorophora.cyanescens",0,0
"Ewing",1999,"Psorophora.ferox",0,0
"Ewing",1999,"Psorophora.horrida",0,0
"Ewing",1999,"Psorophora.signipennis",0,0
"Ewing",1999,"Uranotaenia.sapphirina",5,0.00192233756247597
"Ewing",2000,"Aedes.albopictus",0,0
"Ewing",2000,"Aedes.atropalpus",0,0
"Ewing",2000,"Aedes.canadensis",0,0
"Ewing",2000,"Aedes.dorsalis",0,0
"Ewing",2000,"Aedes.hendersoni",0,0
"Ewing",2000,"Aedes.japonicus",0,0
"Ewing",2000,"Aedes.nigromaculis",0,0
"Ewing",2000,"Aedes.sollicitans",0,0
"Ewing",2000,"Aedes.stimulans",0,0
"Ewing",2000,"Aedes.sticticus",0,0
"Ewing",2000,"Aedes.triseriatus",0,0
"Ewing",2000,"Aedes.trivittatus",2,0.0011154489682097
"Ewing",2000,"Aedes.vexans",1601,0.892916899051868
"Ewing",2000,"Aedes.vexans.nipponii",0,0
"Ewing",2000,"Anopheles.barberi",0,0
"Ewing",2000,"Anopheles.punctipennis",32,0.0178471834913553
"Ewing",2000,"Anopheles.quadrimaculatus",4,0.00223089793641941
"Ewing",2000,"Anopheles.walkeri",0,0
"Ewing",2000,"Coquilletidia.perturbans",0,0
"Ewing",2000,"Culex.erraticus",0,0
"Ewing",2000,"Culex.pipiens.group",137,0.0764082543223648
"Ewing",2000,"Culex.salinarius",0,0
"Ewing",2000,"Culex.tarsalis",5,0.00278862242052426
"Ewing",2000,"Culex.territans",6,0.00334634690462911
"Ewing",2000,"Culiseta.impatiens",0,0
"Ewing",2000,"Culiseta.inornata",0,0
"Ewing",2000,"Culiseta.minnesotae",0,0
"Ewing",2000,"Orthopodomyia.alba",0,0
"Ewing",2000,"Orthopodomyia.signifera",0,0
"Ewing",2000,"Psorophora.ciliata",2,0.0011154489682097
"Ewing",2000,"Psorophora.columbiae",0,0
"Ewing",2000,"Psorophora.cyanescens",0,0
"Ewing",2000,"Psorophora.ferox",0,0
"Ewing",2000,"Psorophora.horrida",0,0
"Ewing",2000,"Psorophora.signipennis",0,0
"Ewing",2000,"Uranotaenia.sapphirina",4,0.00223089793641941
"Ewing",2001,"Aedes.albopictus",0,0
"Ewing",2001,"Aedes.atropalpus",0,0
"Ewing",2001,"Aedes.canadensis",0,0
"Ewing",2001,"Aedes.dorsalis",1,0.000226090888537192
"Ewing",2001,"Aedes.hendersoni",0,0
"Ewing",2001,"Aedes.japonicus",0,0
"Ewing",2001,"Aedes.nigromaculis",0,0
"Ewing",2001,"Aedes.sollicitans",0,0
"Ewing",2001,"Aedes.stimulans",0,0
"Ewing",2001,"Aedes.sticticus",0,0
"Ewing",2001,"Aedes.triseriatus",24,0.00542618132489261
"Ewing",2001,"Aedes.trivittatus",39,0.00881754465295049
"Ewing",2001,"Aedes.vexans",3964,0.896224282161429
"Ewing",2001,"Aedes.vexans.nipponii",0,0
