"location","week.lu","variable","V1"
"BK-Evansdale",35,"Culiseta.inornata",0.56
"BK-Evansdale",35,"Culiseta.minnesotae",0
"BK-Evansdale",35,"Orthopodomyia.alba",0
"BK-Evansdale",35,"Orthopodomyia.signifera",0.5
"BK-Evansdale",35,"Psorophora.ciliata",0.65
"BK-Evansdale",35,"Psorophora.columbiae",0.5
"BK-Evansdale",35,"Psorophora.cyanescens",0
"BK-Evansdale",35,"Psorophora.ferox",0.5
"BK-Evansdale",35,"Psorophora.horrida",0.5
"BK-Evansdale",35,"Psorophora.signipennis",0.5
"BK-Evansdale",35,"Uranotaenia.sapphirina",1.075
"BK-Evansdale",36,"Aedes.albopictus",0.352941176470588
"BK-Evansdale",36,"Aedes.atropalpus",0.352941176470588
"BK-Evansdale",36,"Aedes.canadensis",0.352941176470588
"BK-Evansdale",36,"Aedes.dorsalis",0.352941176470588
"BK-Evansdale",36,"Aedes.hendersoni",0
"BK-Evansdale",36,"Aedes.japonicus",0
"BK-Evansdale",36,"Aedes.nigromaculis",0.352941176470588
"BK-Evansdale",36,"Aedes.sollicitans",0.352941176470588
"BK-Evansdale",36,"Aedes.sticticus",0.352941176470588
"BK-Evansdale",36,"Aedes.stimulans",0.352941176470588
"BK-Evansdale",36,"Aedes.triseriatus",0.352941176470588
"BK-Evansdale",36,"Aedes.trivittatus",0.470588235294118
"BK-Evansdale",36,"Aedes.vexans",25.4588235294118
"BK-Evansdale",36,"Aedes.vexans.nipponii",0
"BK-Evansdale",36,"Anopheles.barberi",0.352941176470588
"BK-Evansdale",36,"Anopheles.punctipennis",1.09411764705882
"BK-Evansdale",36,"Anopheles.quadrimaculatus",0.588235294117647
"BK-Evansdale",36,"Anopheles.walkeri",0.352941176470588
"BK-Evansdale",36,"Coquilletidia.perturbans",0.352941176470588
"BK-Evansdale",36,"Culex.erraticus",0.352941176470588
"BK-Evansdale",36,"Culex.pipiens.group",7.48764705882353
"BK-Evansdale",36,"Culex.salinarius",0
"BK-Evansdale",36,"Culex.tarsalis",1.60294117647059
"BK-Evansdale",36,"Culex.territans",0.352941176470588
"BK-Evansdale",36,"Culiseta.impatiens",0.352941176470588
"BK-Evansdale",36,"Culiseta.inornata",0.635294117647059
"BK-Evansdale",36,"Culiseta.minnesotae",0
"BK-Evansdale",36,"Orthopodomyia.alba",0
"BK-Evansdale",36,"Orthopodomyia.signifera",0.352941176470588
"BK-Evansdale",36,"Psorophora.ciliata",0.352941176470588
"BK-Evansdale",36,"Psorophora.columbiae",0.352941176470588
"BK-Evansdale",36,"Psorophora.cyanescens",0
"BK-Evansdale",36,"Psorophora.ferox",0.352941176470588
"BK-Evansdale",36,"Psorophora.horrida",0.352941176470588
"BK-Evansdale",36,"Psorophora.signipennis",0.352941176470588
"BK-Evansdale",36,"Uranotaenia.sapphirina",0.882352941176471
"BK-Evansdale",37,"Aedes.albopictus",1
"BK-Evansdale",37,"Aedes.atropalpus",1
"BK-Evansdale",37,"Aedes.canadensis",1
"BK-Evansdale",37,"Aedes.dorsalis",1
"BK-Evansdale",37,"Aedes.hendersoni",0
"BK-Evansdale",37,"Aedes.japonicus",0
"BK-Evansdale",37,"Aedes.nigromaculis",1
"BK-Evansdale",37,"Aedes.sollicitans",1
"BK-Evansdale",37,"Aedes.sticticus",1
"BK-Evansdale",37,"Aedes.stimulans",1
"BK-Evansdale",37,"Aedes.triseriatus",1
"BK-Evansdale",37,"Aedes.trivittatus",1
"BK-Evansdale",37,"Aedes.vexans",35.5
"BK-Evansdale",37,"Aedes.vexans.nipponii",0
"BK-Evansdale",37,"Anopheles.barberi",1
"BK-Evansdale",37,"Anopheles.punctipennis",2
"BK-Evansdale",37,"Anopheles.quadrimaculatus",2
"BK-Evansdale",37,"Anopheles.walkeri",1
"BK-Evansdale",37,"Coquilletidia.perturbans",1
"BK-Evansdale",37,"Culex.erraticus",1
"BK-Evansdale",37,"Culex.pipiens.group",8.75
"BK-Evansdale",37,"Culex.salinarius",0
"BK-Evansdale",37,"Culex.tarsalis",2.16666666666667
"BK-Evansdale",37,"Culex.territans",1.08333333333333
"BK-Evansdale",37,"Culiseta.impatiens",1
"BK-Evansdale",37,"Culiseta.inornata",1.75
"BK-Evansdale",37,"Culiseta.minnesotae",0
"BK-Evansdale",37,"Orthopodomyia.alba",0
"BK-Evansdale",37,"Orthopodomyia.signifera",1
"BK-Evansdale",37,"Psorophora.ciliata",1
"BK-Evansdale",37,"Psorophora.columbiae",1
"BK-Evansdale",37,"Psorophora.cyanescens",0
"BK-Evansdale",37,"Psorophora.ferox",1
"BK-Evansdale",37,"Psorophora.horrida",1
"BK-Evansdale",37,"Psorophora.signipennis",1
"BK-Evansdale",37,"Uranotaenia.sapphirina",3.66666666666667
"BK-Evansdale",38,"Aedes.albopictus",0.666666666666667
"BK-Evansdale",38,"Aedes.atropalpus",0.666666666666667
"BK-Evansdale",38,"Aedes.canadensis",0.666666666666667
"BK-Evansdale",38,"Aedes.dorsalis",0.666666666666667
"BK-Evansdale",38,"Aedes.hendersoni",0
"BK-Evansdale",38,"Aedes.japonicus",0
"BK-Evansdale",38,"Aedes.nigromaculis",0.666666666666667
"BK-Evansdale",38,"Aedes.sollicitans",0.666666666666667
"BK-Evansdale",38,"Aedes.sticticus",0.666666666666667
"BK-Evansdale",38,"Aedes.stimulans",0.666666666666667
"BK-Evansdale",38,"Aedes.triseriatus",0.666666666666667
"BK-Evansdale",38,"Aedes.trivittatus",0.777777777777778
"BK-Evansdale",38,"Aedes.vexans",49.4444444444444
"BK-Evansdale",38,"Aedes.vexans.nipponii",0
"BK-Evansdale",38,"Anopheles.barberi",0.666666666666667
"BK-Evansdale",38,"Anopheles.punctipennis",0.777777777777778
"BK-Evansdale",38,"Anopheles.quadrimaculatus",1
"BK-Evansdale",38,"Anopheles.walkeri",0.666666666666667
"BK-Evansdale",38,"Coquilletidia.perturbans",0.666666666666667
"BK-Evansdale",38,"Culex.erraticus",0.666666666666667
"BK-Evansdale",38,"Culex.pipiens.group",3.44444444444444
"BK-Evansdale",38,"Culex.salinarius",0
"BK-Evansdale",38,"Culex.tarsalis",0.777777777777778
"BK-Evansdale",38,"Culex.territans",1.11111111111111
"BK-Evansdale",38,"Culiseta.impatiens",0.666666666666667
"BK-Evansdale",38,"Culiseta.inornata",1.44444444444444
"BK-Evansdale",38,"Culiseta.minnesotae",0
"BK-Evansdale",38,"Orthopodomyia.alba",0
"BK-Evansdale",38,"Orthopodomyia.signifera",0.666666666666667
"BK-Evansdale",38,"Psorophora.ciliata",0.666666666666667
"BK-Evansdale",38,"Psorophora.columbiae",0.777777777777778
"BK-Evansdale",38,"Psorophora.cyanescens",0
"BK-Evansdale",38,"Psorophora.ferox",0.666666666666667
"BK-Evansdale",38,"Psorophora.horrida",0.666666666666667
"BK-Evansdale",38,"Psorophora.signipennis",0.666666666666667
"BK-Evansdale",38,"Uranotaenia.sapphirina",0.888888888888889
"BK-Evansdale",39,"Aedes.albopictus",0.222222222222222
"BK-Evansdale",39,"Aedes.atropalpus",0.222222222222222
"BK-Evansdale",39,"Aedes.canadensis",0.222222222222222
"BK-Evansdale",39,"Aedes.dorsalis",0.222222222222222
"BK-Evansdale",39,"Aedes.hendersoni",0
"BK-Evansdale",39,"Aedes.japonicus",0
"BK-Evansdale",39,"Aedes.nigromaculis",0.222222222222222
"BK-Evansdale",39,"Aedes.sollicitans",0.222222222222222
"BK-Evansdale",39,"Aedes.sticticus",0.222222222222222
"BK-Evansdale",39,"Aedes.stimulans",0.222222222222222
"BK-Evansdale",39,"Aedes.triseriatus",0.222222222222222
"BK-Evansdale",39,"Aedes.trivittatus",0.222222222222222
"BK-Evansdale",39,"Aedes.vexans",3.44444444444444
"BK-Evansdale",39,"Aedes.vexans.nipponii",0
"BK-Evansdale",39,"Anopheles.barberi",0.222222222222222
"BK-Evansdale",39,"Anopheles.punctipennis",0.888888888888889
"BK-Evansdale",39,"Anopheles.quadrimaculatus",0.333333333333333
"BK-Evansdale",39,"Anopheles.walkeri",0.222222222222222
"BK-Evansdale",39,"Coquilletidia.perturbans",0.222222222222222
"BK-Evansdale",39,"Culex.erraticus",0.222222222222222
"BK-Evansdale",39,"Culex.pipiens.group",1.44444444444444
"BK-Evansdale",39,"Culex.salinarius",0
"BK-Evansdale",39,"Culex.tarsalis",0.333333333333333
"BK-Evansdale",39,"Culex.territans",0.222222222222222
"BK-Evansdale",39,"Culiseta.impatiens",0.222222222222222
"BK-Evansdale",39,"Culiseta.inornata",1.11111111111111
"BK-Evansdale",39,"Culiseta.minnesotae",0
"BK-Evansdale",39,"Orthopodomyia.alba",0
"BK-Evansdale",39,"Orthopodomyia.signifera",0.222222222222222
"BK-Evansdale",39,"Psorophora.ciliata",0.222222222222222
"BK-Evansdale",39,"Psorophora.columbiae",0.222222222222222
"BK-Evansdale",39,"Psorophora.cyanescens",0
"BK-Evansdale",39,"Psorophora.ferox",0.222222222222222
"BK-Evansdale",39,"Psorophora.horrida",0.222222222222222
"BK-Evansdale",39,"Psorophora.signipennis",0.222222222222222
"BK-Evansdale",39,"Uranotaenia.sapphirina",0.888888888888889
"BK-Evansdale",40,"Aedes.albopictus",0
"BK-Evansdale",40,"Aedes.atropalpus",0
"BK-Evansdale",40,"Aedes.canadensis",0
"BK-Evansdale",40,"Aedes.dorsalis",0
"BK-Evansdale",40,"Aedes.hendersoni",0
"BK-Evansdale",40,"Aedes.japonicus",0
"BK-Evansdale",40,"Aedes.nigromaculis",0
"BK-Evansdale",40,"Aedes.sollicitans",0
"BK-Evansdale",40,"Aedes.sticticus",0
"BK-Evansdale",40,"Aedes.stimulans",0
"BK-Evansdale",40,"Aedes.triseriatus",0
"BK-Evansdale",40,"Aedes.trivittatus",0
"BK-Evansdale",40,"Aedes.vexans",0.375
"BK-Evansdale",40,"Aedes.vexans.nipponii",0
"BK-Evansdale",40,"Anopheles.barberi",0
"BK-Evansdale",40,"Anopheles.punctipennis",0
"BK-Evansdale",40,"Anopheles.quadrimaculatus",0
"BK-Evansdale",40,"Anopheles.walkeri",0
"BK-Evansdale",40,"Coquilletidia.perturbans",0
"BK-Evansdale",40,"Culex.erraticus",0
"BK-Evansdale",40,"Culex.pipiens.group",0
"BK-Evansdale",40,"Culex.salinarius",0
"BK-Evansdale",40,"Culex.tarsalis",0
"BK-Evansdale",40,"Culex.territans",0
"BK-Evansdale",40,"Culiseta.impatiens",0
"BK-Evansdale",40,"Culiseta.inornata",0.125
"BK-Evansdale",40,"Culiseta.minnesotae",0
"BK-Evansdale",40,"Orthopodomyia.alba",0
"BK-Evansdale",40,"Orthopodomyia.signifera",0
"BK-Evansdale",40,"Psorophora.ciliata",0
"BK-Evansdale",40,"Psorophora.columbiae",0
"BK-Evansdale",40,"Psorophora.cyanescens",0
"BK-Evansdale",40,"Psorophora.ferox",0
"BK-Evansdale",40,"Psorophora.horrida",0
"BK-Evansdale",40,"Psorophora.signipennis",0
"BK-Evansdale",40,"Uranotaenia.sapphirina",0
"BK-Evansdale",41,"Aedes.albopictus",0
"BK-Evansdale",41,"Aedes.atropalpus",0
"BK-Evansdale",41,"Aedes.canadensis",0
"BK-Evansdale",41,"Aedes.dorsalis",0
"BK-Evansdale",41,"Aedes.hendersoni",0
"BK-Evansdale",41,"Aedes.japonicus",0
"BK-Evansdale",41,"Aedes.nigromaculis",0
"BK-Evansdale",41,"Aedes.sollicitans",0
"BK-Evansdale",41,"Aedes.sticticus",0
"BK-Evansdale",41,"Aedes.stimulans",0
"BK-Evansdale",41,"Aedes.triseriatus",0
"BK-Evansdale",41,"Aedes.trivittatus",0
"BK-Evansdale",41,"Aedes.vexans",2.6
"BK-Evansdale",41,"Aedes.vexans.nipponii",0
"BK-Evansdale",41,"Anopheles.barberi",0
"BK-Evansdale",41,"Anopheles.punctipennis",0
"BK-Evansdale",41,"Anopheles.quadrimaculatus",0
"BK-Evansdale",41,"Anopheles.walkeri",0
"BK-Evansdale",41,"Coquilletidia.perturbans",0
"BK-Evansdale",41,"Culex.erraticus",0
"BK-Evansdale",41,"Culex.pipiens.group",0
"BK-Evansdale",41,"Culex.salinarius",0
"BK-Evansdale",41,"Culex.tarsalis",0
"BK-Evansdale",41,"Culex.territans",0
"BK-Evansdale",41,"Culiseta.impatiens",0
"BK-Evansdale",41,"Culiseta.inornata",0.4
"BK-Evansdale",41,"Culiseta.minnesotae",0
"BK-Evansdale",41,"Orthopodomyia.alba",0
"BK-Evansdale",41,"Orthopodomyia.signifera",0
"BK-Evansdale",41,"Psorophora.ciliata",0
"BK-Evansdale",41,"Psorophora.columbiae",0
"BK-Evansdale",41,"Psorophora.cyanescens",0
"BK-Evansdale",41,"Psorophora.ferox",0
"BK-Evansdale",41,"Psorophora.horrida",0
"BK-Evansdale",41,"Psorophora.signipennis",0
"BK-Evansdale",41,"Uranotaenia.sapphirina",0
"BK-Evansdale",42,"Aedes.albopictus",0
"BK-Evansdale",42,"Aedes.atropalpus",0
"BK-Evansdale",42,"Aedes.canadensis",0
"BK-Evansdale",42,"Aedes.dorsalis",0
"BK-Evansdale",42,"Aedes.hendersoni",0
"BK-Evansdale",42,"Aedes.japonicus",0
"BK-Evansdale",42,"Aedes.nigromaculis",0
"BK-Evansdale",42,"Aedes.sollicitans",0
"BK-Evansdale",42,"Aedes.sticticus",0
"BK-Evansdale",42,"Aedes.stimulans",0
"BK-Evansdale",42,"Aedes.triseriatus",0
"BK-Evansdale",42,"Aedes.trivittatus",0
"BK-Evansdale",42,"Aedes.vexans",0
"BK-Evansdale",42,"Aedes.vexans.nipponii",0
"BK-Evansdale",42,"Anopheles.barberi",0
"BK-Evansdale",42,"Anopheles.punctipennis",0
"BK-Evansdale",42,"Anopheles.quadrimaculatus",0
"BK-Evansdale",42,"Anopheles.walkeri",0
"BK-Evansdale",42,"Coquilletidia.perturbans",0
"BK-Evansdale",42,"Culex.erraticus",0
"BK-Evansdale",42,"Culex.pipiens.group",0
"BK-Evansdale",42,"Culex.salinarius",0
"BK-Evansdale",42,"Culex.tarsalis",0
"BK-Evansdale",42,"Culex.territans",0
"BK-Evansdale",42,"Culiseta.impatiens",0
"BK-Evansdale",42,"Culiseta.inornata",0
"BK-Evansdale",42,"Culiseta.minnesotae",0
"BK-Evansdale",42,"Orthopodomyia.alba",0
"BK-Evansdale",42,"Orthopodomyia.signifera",0
"BK-Evansdale",42,"Psorophora.ciliata",0
"BK-Evansdale",42,"Psorophora.columbiae",0
"BK-Evansdale",42,"Psorophora.cyanescens",0
"BK-Evansdale",42,"Psorophora.ferox",0
"BK-Evansdale",42,"Psorophora.horrida",0
"BK-Evansdale",42,"Psorophora.signipennis",0
"BK-Evansdale",42,"Uranotaenia.sapphirina",0
"BK-Waterloo",20,"Aedes.albopictus",0
"BK-Waterloo",20,"Aedes.atropalpus",0
"BK-Waterloo",20,"Aedes.canadensis",0
"BK-Waterloo",20,"Aedes.dorsalis",0
"BK-Waterloo",20,"Aedes.hendersoni",0
"BK-Waterloo",20,"Aedes.japonicus",0
"BK-Waterloo",20,"Aedes.nigromaculis",0
"BK-Waterloo",20,"Aedes.sollicitans",0
"BK-Waterloo",20,"Aedes.sticticus",0
"BK-Waterloo",20,"Aedes.stimulans",0
"BK-Waterloo",20,"Aedes.triseriatus",0
"BK-Waterloo",20,"Aedes.trivittatus",0
"BK-Waterloo",20,"Aedes.vexans",0
"BK-Waterloo",20,"Aedes.vexans.nipponii",0
"BK-Waterloo",20,"Anopheles.barberi",0
"BK-Waterloo",20,"Anopheles.punctipennis",0
"BK-Waterloo",20,"Anopheles.quadrimaculatus",0
"BK-Waterloo",20,"Anopheles.walkeri",0
"BK-Waterloo",20,"Coquilletidia.perturbans",0
"BK-Waterloo",20,"Culex.erraticus",0
"BK-Waterloo",20,"Culex.pipiens.group",0
"BK-Waterloo",20,"Culex.salinarius",0
"BK-Waterloo",20,"Culex.tarsalis",0
"BK-Waterloo",20,"Culex.territans",0
"BK-Waterloo",20,"Culiseta.impatiens",0
"BK-Waterloo",20,"Culiseta.inornata",0
"BK-Waterloo",20,"Culiseta.minnesotae",0
"BK-Waterloo",20,"Orthopodomyia.alba",0
"BK-Waterloo",20,"Orthopodomyia.signifera",0
"BK-Waterloo",20,"Psorophora.ciliata",0
"BK-Waterloo",20,"Psorophora.columbiae",0
"BK-Waterloo",20,"Psorophora.cyanescens",0
"BK-Waterloo",20,"Psorophora.ferox",0
"BK-Waterloo",20,"Psorophora.horrida",0
"BK-Waterloo",20,"Psorophora.signipennis",0
"BK-Waterloo",20,"Uranotaenia.sapphirina",0
"BK-Waterloo",21,"Aedes.albopictus",0
"BK-Waterloo",21,"Aedes.atropalpus",0
"BK-Waterloo",21,"Aedes.canadensis",0
"BK-Waterloo",21,"Aedes.dorsalis",0
"BK-Waterloo",21,"Aedes.hendersoni",0
"BK-Waterloo",21,"Aedes.japonicus",0
"BK-Waterloo",21,"Aedes.nigromaculis",0
"BK-Waterloo",21,"Aedes.sollicitans",0
"BK-Waterloo",21,"Aedes.sticticus",0
"BK-Waterloo",21,"Aedes.stimulans",0
"BK-Waterloo",21,"Aedes.triseriatus",0
"BK-Waterloo",21,"Aedes.trivittatus",0
"BK-Waterloo",21,"Aedes.vexans",0
"BK-Waterloo",21,"Aedes.vexans.nipponii",0
"BK-Waterloo",21,"Anopheles.barberi",0
"BK-Waterloo",21,"Anopheles.punctipennis",0
"BK-Waterloo",21,"Anopheles.quadrimaculatus",0
"BK-Waterloo",21,"Anopheles.walkeri",0
"BK-Waterloo",21,"Coquilletidia.perturbans",0
"BK-Waterloo",21,"Culex.erraticus",0
"BK-Waterloo",21,"Culex.pipiens.group",0
"BK-Waterloo",21,"Culex.salinarius",0
"BK-Waterloo",21,"Culex.tarsalis",0
"BK-Waterloo",21,"Culex.territans",0
"BK-Waterloo",21,"Culiseta.impatiens",0
"BK-Waterloo",21,"Culiseta.inornata",0
"BK-Waterloo",21,"Culiseta.minnesotae",0
"BK-Waterloo",21,"Orthopodomyia.alba",0
"BK-Waterloo",21,"Orthopodomyia.signifera",0
"BK-Waterloo",21,"Psorophora.ciliata",0
"BK-Waterloo",21,"Psorophora.columbiae",0
"BK-Waterloo",21,"Psorophora.cyanescens",0
"BK-Waterloo",21,"Psorophora.ferox",0
"BK-Waterloo",21,"Psorophora.horrida",0
"BK-Waterloo",21,"Psorophora.signipennis",0
"BK-Waterloo",21,"Uranotaenia.sapphirina",0
"BK-Waterloo",22,"Aedes.albopictus",0
"BK-Waterloo",22,"Aedes.atropalpus",0
"BK-Waterloo",22,"Aedes.canadensis",0
"BK-Waterloo",22,"Aedes.dorsalis",0
"BK-Waterloo",22,"Aedes.hendersoni",0
"BK-Waterloo",22,"Aedes.japonicus",0
"BK-Waterloo",22,"Aedes.nigromaculis",0
"BK-Waterloo",22,"Aedes.sollicitans",0
"BK-Waterloo",22,"Aedes.sticticus",0
"BK-Waterloo",22,"Aedes.stimulans",0
"BK-Waterloo",22,"Aedes.triseriatus",0
"BK-Waterloo",22,"Aedes.trivittatus",1.335
"BK-Waterloo",22,"Aedes.vexans",33.1683333333333
"BK-Waterloo",22,"Aedes.vexans.nipponii",0
"BK-Waterloo",22,"Anopheles.barberi",0
"BK-Waterloo",22,"Anopheles.punctipennis",0
"BK-Waterloo",22,"Anopheles.quadrimaculatus",0
"BK-Waterloo",22,"Anopheles.walkeri",0
"BK-Waterloo",22,"Coquilletidia.perturbans",0
"BK-Waterloo",22,"Culex.erraticus",0
"BK-Waterloo",22,"Culex.pipiens.group",1.33166666666667
"BK-Waterloo",22,"Culex.salinarius",0
"BK-Waterloo",22,"Culex.tarsalis",0
"BK-Waterloo",22,"Culex.territans",0
"BK-Waterloo",22,"Culiseta.impatiens",0
"BK-Waterloo",22,"Culiseta.inornata",0.335
"BK-Waterloo",22,"Culiseta.minnesotae",0
"BK-Waterloo",22,"Orthopodomyia.alba",0
"BK-Waterloo",22,"Orthopodomyia.signifera",0
"BK-Waterloo",22,"Psorophora.ciliata",0
"BK-Waterloo",22,"Psorophora.columbiae",0
"BK-Waterloo",22,"Psorophora.cyanescens",0
"BK-Waterloo",22,"Psorophora.ferox",0
"BK-Waterloo",22,"Psorophora.horrida",0
"BK-Waterloo",22,"Psorophora.signipennis",0
"BK-Waterloo",22,"Uranotaenia.sapphirina",0
"BK-Waterloo",23,"Aedes.albopictus",0.875
"BK-Waterloo",23,"Aedes.atropalpus",0.875
"BK-Waterloo",23,"Aedes.canadensis",0.875
"BK-Waterloo",23,"Aedes.dorsalis",0.875
"BK-Waterloo",23,"Aedes.hendersoni",0
"BK-Waterloo",23,"Aedes.japonicus",0
"BK-Waterloo",23,"Aedes.nigromaculis",0.875
"BK-Waterloo",23,"Aedes.sollicitans",0.9375
"BK-Waterloo",23,"Aedes.sticticus",0.875
"BK-Waterloo",23,"Aedes.stimulans",0.936875
"BK-Waterloo",23,"Aedes.triseriatus",0.875
"BK-Waterloo",23,"Aedes.trivittatus",15.063125
"BK-Waterloo",23,"Aedes.vexans",95.061875
"BK-Waterloo",23,"Aedes.vexans.nipponii",0
"BK-Waterloo",23,"Anopheles.barberi",0.875
"BK-Waterloo",23,"Anopheles.punctipennis",0.999375
"BK-Waterloo",23,"Anopheles.quadrimaculatus",0.875
"BK-Waterloo",23,"Anopheles.walkeri",0.875
"BK-Waterloo",23,"Coquilletidia.perturbans",0.9375
"BK-Waterloo",23,"Culex.erraticus",0.875
"BK-Waterloo",23,"Culex.pipiens.group",5.436875
"BK-Waterloo",23,"Culex.salinarius",0
"BK-Waterloo",23,"Culex.tarsalis",0.9375
"BK-Waterloo",23,"Culex.territans",0.875
"BK-Waterloo",23,"Culiseta.impatiens",0.875
"BK-Waterloo",23,"Culiseta.inornata",2.125
"BK-Waterloo",23,"Culiseta.minnesotae",0
"BK-Waterloo",23,"Orthopodomyia.alba",0
"BK-Waterloo",23,"Orthopodomyia.signifera",0.875
"BK-Waterloo",23,"Psorophora.ciliata",0.875
"BK-Waterloo",23,"Psorophora.columbiae",0.875
"BK-Waterloo",23,"Psorophora.cyanescens",0
"BK-Waterloo",23,"Psorophora.ferox",0.875
"BK-Waterloo",23,"Psorophora.horrida",0.875
"BK-Waterloo",23,"Psorophora.signipennis",0.875
"BK-Waterloo",23,"Uranotaenia.sapphirina",0.875
"BK-Waterloo",24,"Aedes.albopictus",0.842105263157895
"BK-Waterloo",24,"Aedes.atropalpus",0.842105263157895
"BK-Waterloo",24,"Aedes.canadensis",0.842105263157895
"BK-Waterloo",24,"Aedes.dorsalis",0.842105263157895
"BK-Waterloo",24,"Aedes.hendersoni",0
"BK-Waterloo",24,"Aedes.japonicus",0
"BK-Waterloo",24,"Aedes.nigromaculis",0.842105263157895
"BK-Waterloo",24,"Aedes.sollicitans",0.842105263157895
"BK-Waterloo",24,"Aedes.sticticus",0.842105263157895
"BK-Waterloo",24,"Aedes.stimulans",0.842105263157895
"BK-Waterloo",24,"Aedes.triseriatus",2.26315789473684
"BK-Waterloo",24,"Aedes.trivittatus",7.73684210526316
"BK-Waterloo",24,"Aedes.vexans",112.921052631579
"BK-Waterloo",24,"Aedes.vexans.nipponii",0
"BK-Waterloo",24,"Anopheles.barberi",0.842105263157895
"BK-Waterloo",24,"Anopheles.punctipennis",2.73684210526316
"BK-Waterloo",24,"Anopheles.quadrimaculatus",0.894736842105263
"BK-Waterloo",24,"Anopheles.walkeri",0.842105263157895
"BK-Waterloo",24,"Coquilletidia.perturbans",0.842105263157895
"BK-Waterloo",24,"Culex.erraticus",0.842105263157895
"BK-Waterloo",24,"Culex.pipiens.group",7.78947368421053
"BK-Waterloo",24,"Culex.salinarius",0
"BK-Waterloo",24,"Culex.tarsalis",0.894736842105263
"BK-Waterloo",24,"Culex.territans",1
"BK-Waterloo",24,"Culiseta.impatiens",0.842105263157895
"BK-Waterloo",24,"Culiseta.inornata",3.52631578947368
"BK-Waterloo",24,"Culiseta.minnesotae",0
"BK-Waterloo",24,"Orthopodomyia.alba",0
"BK-Waterloo",24,"Orthopodomyia.signifera",0.842105263157895
"BK-Waterloo",24,"Psorophora.ciliata",0.842105263157895
"BK-Waterloo",24,"Psorophora.columbiae",0.842105263157895
"BK-Waterloo",24,"Psorophora.cyanescens",0
"BK-Waterloo",24,"Psorophora.ferox",0.842105263157895
"BK-Waterloo",24,"Psorophora.horrida",0.842105263157895
"BK-Waterloo",24,"Psorophora.signipennis",0.842105263157895
"BK-Waterloo",24,"Uranotaenia.sapphirina",0.842105263157895
"BK-Waterloo",25,"Aedes.albopictus",0.9
"BK-Waterloo",25,"Aedes.atropalpus",0.9
"BK-Waterloo",25,"Aedes.canadensis",0.9
"BK-Waterloo",25,"Aedes.dorsalis",0.9
"BK-Waterloo",25,"Aedes.hendersoni",0
"BK-Waterloo",25,"Aedes.japonicus",0
"BK-Waterloo",25,"Aedes.nigromaculis",0.9
"BK-Waterloo",25,"Aedes.sollicitans",0.95
"BK-Waterloo",25,"Aedes.sticticus",1.25
"BK-Waterloo",25,"Aedes.stimulans",0.9
"BK-Waterloo",25,"Aedes.triseriatus",1.35
"BK-Waterloo",25,"Aedes.trivittatus",3.7005
"BK-Waterloo",25,"Aedes.vexans",132.425
"BK-Waterloo",25,"Aedes.vexans.nipponii",0
"BK-Waterloo",25,"Anopheles.barberi",0.9
"BK-Waterloo",25,"Anopheles.punctipennis",1.55
"BK-Waterloo",25,"Anopheles.quadrimaculatus",0.9
"BK-Waterloo",25,"Anopheles.walkeri",0.9
"BK-Waterloo",25,"Coquilletidia.perturbans",0.95
"BK-Waterloo",25,"Culex.erraticus",0.9
"BK-Waterloo",25,"Culex.pipiens.group",5.7365
"BK-Waterloo",25,"Culex.salinarius",0
"BK-Waterloo",25,"Culex.tarsalis",1.3995
"BK-Waterloo",25,"Culex.territans",0.9
"BK-Waterloo",25,"Culiseta.impatiens",0.9
"BK-Waterloo",25,"Culiseta.inornata",1.1
"BK-Waterloo",25,"Culiseta.minnesotae",0
"BK-Waterloo",25,"Orthopodomyia.alba",0
"BK-Waterloo",25,"Orthopodomyia.signifera",0.9
"BK-Waterloo",25,"Psorophora.ciliata",0.9
"BK-Waterloo",25,"Psorophora.columbiae",0.9
"BK-Waterloo",25,"Psorophora.cyanescens",0
"BK-Waterloo",25,"Psorophora.ferox",0.9
"BK-Waterloo",25,"Psorophora.horrida",0.9
"BK-Waterloo",25,"Psorophora.signipennis",0.9
"BK-Waterloo",25,"Uranotaenia.sapphirina",0.95
"BK-Waterloo",26,"Aedes.albopictus",0.85
"BK-Waterloo",26,"Aedes.atropalpus",0.85
"BK-Waterloo",26,"Aedes.canadensis",0.85
"BK-Waterloo",26,"Aedes.dorsalis",0.85
"BK-Waterloo",26,"Aedes.hendersoni",0
"BK-Waterloo",26,"Aedes.japonicus",0
"BK-Waterloo",26,"Aedes.nigromaculis",0.85
"BK-Waterloo",26,"Aedes.sollicitans",0.85
"BK-Waterloo",26,"Aedes.sticticus",0.85
"BK-Waterloo",26,"Aedes.stimulans",0.85
"BK-Waterloo",26,"Aedes.triseriatus",0.85
"BK-Waterloo",26,"Aedes.trivittatus",4.412
"BK-Waterloo",26,"Aedes.vexans",184.363
"BK-Waterloo",26,"Aedes.vexans.nipponii",0
"BK-Waterloo",26,"Anopheles.barberi",0.85
"BK-Waterloo",26,"Anopheles.punctipennis",1.75
"BK-Waterloo",26,"Anopheles.quadrimaculatus",0.85
"BK-Waterloo",26,"Anopheles.walkeri",0.85
"BK-Waterloo",26,"Coquilletidia.perturbans",0.9
"BK-Waterloo",26,"Culex.erraticus",0.85
"BK-Waterloo",26,"Culex.pipiens.group",7.299
"BK-Waterloo",26,"Culex.salinarius",0
"BK-Waterloo",26,"Culex.tarsalis",1.2625
"BK-Waterloo",26,"Culex.territans",0.85
